sci_name,com_name,class_name,common_name_de,common_name_es,common_name_pl,common_name_fr,common_name_nl,common_name_ru,common_name_ja,common_name_cs,common_name_ca,common_name_pt,common_name_no,common_name_bg,common_name_sv,common_name_da,common_name_tr,common_name_sk,common_name_sr,common_name_uk,common_name_zh-CN,common_name_fi,common_name_es_ES,common_name_es_MX,common_name_es_EC,common_name_pt_PT,common_name_hr,common_name_lt,common_name_fa,common_name_cy,common_name_et
Pitta megarhyncha,Mangrove Pitta,Aves,Mangrovepitta,Pita de Manglar,kurtaczek namorzynowy,Brève des palétuviers,Mangrovepitta,Мангровая питта,マングローブヤイロチョウ,pita pobřežní,pita de manglar,mangrove pitta,mangrovepitta,Дебелоклюна пита,mangrovejuveltrast,Mangrovepitta,Mangrov Pittası,pita mangrovová,Mangrovska pita,Піта мангрова,红树八色鸫,mangrovepitta,Pita de manglar,Pita de Manglar,Pita de Manglar,Mangrove pitta,mangrovska pita,Mangrovinė pita,Mangrove Pitta,Mangrove Pitta,mangroovipita
Pitta moluccensis,Blue-winged Pitta,Aves,Blauflügelpitta,Pita Aliazul,kurtaczek modroskrzydły,Brève à ailes bleues,Blauwvleugelpitta,Синекрылая питта,ミナミヤイロチョウ,pita modrokřídlá,pita alablava,blue-winged pitta,blåvingepitta,Синьокрила пита,blåvingad juveltrast,Blåvinget Pitta,Mavi Kanatlı Pitta,pita modrokrídla,Plavokrila pita,Піта синьокрила,蓝翅八色鸫,sateenkaaripitta,Pita aliazul,Pita Aliazul,Pita Aliazul,Blue-winged pitta,modrokrila pita,Molukinė pita,پیتای بالآبی,Pita Molwcaidd,peegelpita
Pitta novaeguineae,Eastern Hooded Pitta,Aves,Neuguinea-Kappenpitta,Pita Encapuchada Oriental,kurtaczek papuaski,Brève de Nouvelle-Guinée,Nieuw-Guinese pitta,Eastern Hooded Pitta,パプアズグロヤイロチョウ,pita novoguinejská,pita encaputxada de Nova Guinea,eastern hooded pitta,svarthodepitta,Източна черноглава пита,nyaguineajuveltrast,Ny Guinea-hættepitta,Doğulu Karabaşlı Pitta,pita novoguinejská,Istočna kapuljačasta pita,Піта східна,东绿胸八色鸫,Eastern Hooded Pitta,Pita encapuchada oriental,Pita Encapuchada Oriental,Pita Encapuchada Oriental,Eastern hooded pitta,crnoglava pita,Naujosios Gvinėjos pita,Eastern Hooded Pitta,Eastern Hooded Pitta,Eastern Hooded Pitta
Pitta nympha,Fairy Pitta,Aves,Nymphenpitta,Pita Ninfa,kurtaczek blady,Brève migratrice,Chinese pitta,Питта-нимфа,ヤイロチョウ,pita hnědokorunkatá,pita nimfa,fairy pitta,nymfepitta,Ориенталска пита,kinesisk juveltrast,Nymfepitta,Firuze Omuzlu Pitta,pita maľovaná,Vilinska pita,Піта китайська,仙八色鸫,keijupitta,Pita ninfa,Pita Ninfa,Pita Ninfa,Fairy pitta,prugastoglava pita,Fėjinė pita,پیتای پری,Pita aeliog,võlupita
Pitta reichenowi,Green-breasted Pitta,Aves,Grünbrustpitta,Pita Pechiverde,kurtaczek zielonopierśny,Brève à poitrine verte,Groenborstpitta,Зеленогрудая питта,アオムネヤイロチョウ,pita konžská,pita pitverda,green-breasted pitta,grønnbrystpitta,Зеленогърда пита,grönbröstad juveltrast,Grønbrystet Pitta,Yeşil Göğüslü Pitta,pita zelenoprsá,Zelenogruda pita,Піта зеленовола,非洲绿胸八色鸫,kongonpitta,Pita pechiverde,Pita Pechiverde,Pita Pechiverde,Green-breasted pitta,zelenoprsa pita,Žaliakrūtė pita,پیتای سینهسبز,Pita bronwyrdd,kongo pita
Pitta rosenbergii,Biak Hooded Pitta,Aves,Biak-Kappenpitta,Pita Encapuchada de Biak,kurtaczek wyspowy,Brève de Biak,Biakpitta,Biak Hooded Pitta,ビアクズグロヤイロチョウ,pita biacká,pita encaputxada de Biak,biak hooded pitta,blåflankepitta,Биакска черноглава пита,biakjuveltrast,Biak Hættepitta,Biak Kara Başlı Pittası,pita čiernochvostá,Biačka kapuljačasta pita,Піта біацька,比岛绿胸八色鸫,Biak Hooded Pitta,Pita encapuchada de Biak,Pita Encapuchada de Biak,Pita Encapuchada de Biak,Biak hooded pitta,biačka pita,Biakinė pita,Biak Hooded Pitta,Biak Hooded Pitta,Biak Hooded Pitta
Pitta sordida,Western Hooded Pitta,Aves,Kappenpitta,Pita Encapuchada Occidental,kurtaczek kapturowy,Brève à capuchon,Kappitta,Черноголовая питта,ズグロヤイロチョウ,pita kápová,pita encaputxada comuna,western hooded pitta,hettepitta,Западна черноглава пита,orientjuveltrast,Hættepitta,Batılı Kara Başlı Pitta,pita tmavohlavá,Zapadna kapuljačasta pita,Піта західна,绿胸八色鸫,huppupitta,Pita encapuchada occidental,Pita Encapuchada Occidental,Pita Encapuchada Occidental,Western hooded pitta,crnolica pita,Juodagalvė pita,شنلسبز,Pita cycyllog,karbuspita
Pitta steerii,Azure-breasted Pitta,Aves,Azurbrustpitta,Pita de Mindanao,kurtaczek sinopierśny,Brève de Steere,Azuurpitta,Лазурная питта,ソライロヤイロチョウ,pita azurovoprsá,pita de pit atzur,azure-breasted pitta,asurpitta,Синьогърда пита,azurjuveltrast,Azurpitta,Gök Mavisi Pitta,pita azúrovoprsá,Azurna pita,Піта лазуровогруда,蓝胸八色鸫,filippiinienpitta,Pita de Mindanao,Pita de Mindanao,Pita de Mindanao,Azure-breasted pitta,plavetna pita,Žydrapilvė pita,پیتای سینهزمردی,Pita cefnwyrdd,lasuurpita
Pitta versicolor,Noisy Pitta,Aves,Lärmpitta,Pita Bulliciosa,kurtaczek hałaśliwy,Brève versicolore,Australische pitta,Крикливая питта,ノドグロヤイロチョウ,pita hřmotivá,pita sorollosa,noisy pitta,palettpitta,Австралийска пита,larmjuveltrast,Larmpitta,Geveze Pitta,pita krikľavá,Australijska pita,Піта-крикун,噪八色鸫,sinappipitta,Pita bulliciosa,Pita Bulliciosa,Pita Bulliciosa,Noisy pitta,kestenjastokapa pita,Triukšmingoji pita,پیتای پرسروصدا,Pita swnllyd,austraalia pita
Pitta vigorsii,Banda Sea Pitta,Aves,Weißkehl-Schmuckpitta,Pita Gorjiblanca,kurtaczek dwupręgi,Brève de Vigors,Bandapitta,Banda Sea Pitta,バンダカイノドグロヤイロチョウ,pita bělohrdlá,pita gorjablanca,banda sea pitta,bandapitta,Бандайска пита,bandajuveltrast,Sunda Pragtpitta,Banda Denizi Pittası,pita bielobradá,Belogrla kitnjasta pita,Піта білогорла,斑达八色鸫,Banda Sea Pitta,Pita gorjiblanca,Pita Gorjiblanca,Pita Gorjiblanca,Banda sea pitta,Banda Sea Pitta,Banda Sea Pitta,پیتای دریای باندا,Banda Sea Pitta,Banda Sea Pitta
Pittasoma michleri,Black-crowned Antpitta,Aves,Schwarzscheitel-Mückenfresser,Tororoí Capinegro,kusogon czarnogłowy,Pittasome à tête noire,Zwartkruinmierpitta,Чешуйчатая питтасома,アリヤイロチョウ,pitule černohlavá,pitasoma capnegre,black-crowned antpitta,svartkronemyggpitta,Панамска мраволовкова пита,svartkronad knottpitta,Sortkronet Myrepitta,Kara Tepeli Yerçavuşu,tororo čiernohlavý,Crnokapa mravlja pita,Кусачка чорноголова,黑顶蚁鸫,suomuvatsamuura,Tororoí capinegro,Tororoí Capinegro,Tororoí Capinegro,Black-crowned antpitta,crnokapi komaraš,Juodagalvė pitasoma,Black-crowned Antpitta,Pita morgrug penddu,Black-crowned Antpitta
Pittasoma rufopileatum,Rufous-crowned Antpitta,Aves,Schwarzbrauen-Mückenfresser,Tororoí Capirrufo,kusogon czarnobrewy,Pittasome à sourcils noirs,Roodkruinmierpitta,Рыжеголовая питтасома,ズアカアリヤイロチョウ,pitule rezavočapková,pitasoma cap-roig,rufous-crowned antpitta,rustkronemyggpitta,Чокоенска мраволовкова пита,rödkronad knottpitta,Rødkronet Myrepitta,Kızıl Tepeli Yerçavuşu,tororo pitovitý,Riđokapa mravlja pita,Кусачка рудоголова,棕冠蚁鸫,rosvomuura,Tororoí capirrufo,Tororoí Capirrufo,Pitasoma Coronirrufa,Rufous-crowned antpitta,riđokapi komaraš,Rusvagalvė pitasoma,Rufous-crowned Antpitta,Pita morgrug mygydog,Rufous-crowned Antpitta
Pituophis catenifer,Gopher Snake,reptilia,Gophernatter,Topera,wąż byczy,couleuvre à nez mince,Westelijke stierslang,Береговая гоферовая змея,Gopher Snake,užovka sanmartinská,Gopher Snake,Cobra-geômis,Gopher Snake,Gopher Snake,Gopher Snake,Vestlig Tyresnog,Gopher Snake,Gopher Snake,Gopher Snake,Гоферова змія,牛蛇,Gopher Snake,Gopher Snake,Gopher Snake,Gopher Snake,Gopher Snake,Gopher Snake,Gopher Snake,مار ورزا,Gopher Snake,Gopher Snake
Pityriasis gymnocephala,Bornean Bristlehead,Aves,Warzenkopf,Gimnocéfalo,gołogłów,Barite chauve,Borstelkop,Щетинкоголов,ブタゲモズ,pestrohlávek bornejský,gimnocèfal,bornean bristlehead,børstehode,Плешива горска сврачка,borstskrika,Borneobørstehoved,Borneo Fırçakafası,bradavčiak džungľový,Borneanska čekinjarka,Щетинкоголов,棘头鵙,tulikaulus,Gimnocéfalo,Gimnocéfalo,Gimnocéfalo,Bornean bristlehead,crvenoglavka,Bornean Bristlehead,سرفرچهای بورنئو,Cigydd gwrychog,Bornean Bristlehead
Platypleura kaempferi,Platypleura kaempferi,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Platypleura takasagona,Platypleura takasagona,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Platalea ajaja,Roseate Spoonbill,Aves,Rosalöffler,Espátula Rosada,warzęcha różowa,Spatule rosée,Rode lepelaar,Розовая колпица,ベニヘラサギ,kolpík růžový,becplaner rosat,colhereiro,rosenskjestork,Розова лопатарка,rosenskedstork,Rosa Skestork,Pembe Kaşıkçı,lyžičiar ružový,Ružičasti kašičar,Косар рожевий,粉红琵鹭,ruusukapustahaikara,Espátula rosada,Espátula Rosada,Cuchareta Rosada,Colhereiro-americano,ružičasta žličarka,Rausvoji girnovė,کفچهنوک گلگون,Llwybig gwridog,roosa-luitsnokkiibis
Platalea alba,African Spoonbill,Aves,Rotgesichtlöffler,Espátula Africana,warzęcha czerwonolica,Spatule d'Afrique,Afrikaanse lepelaar,Белая колпица,アフリカヘラサギ,kolpík africký,becplaner africà,colhereiro-africano,afrikaskjestork,Африканска лопатарка,afrikansk skedstork,Afrikansk Skestork,Afrika Kaşıkçısı,lyžičiar ružovonohý,Afrički kašičar,Косар африканський,非洲琵鹭,afrikankapustahaikara,Espátula africana,Espátula Africana,Espátula Africana,Colhereiro-africano,afrička žličarka,Baltoji girnovė,کفچهنوک آفریقایی,Llwybig Affrica,aafrika luitsnokk-iibis
Platalea leucorodia,Eurasian Spoonbill,Aves,Löffler,Espátula Común,warzęcha,Spatule blanche,Lepelaar,Колпица,ヘラサギ,kolpík bílý,becplaner comú,colhereiro-europeu,skjestork,Бяла лопатарка,skedstork,Skestork,Kaşıkçı,lyžičiar biely,Kašičar,Косар білий,白琵鹭,kapustahaikara,Espátula común,Espátula Común,Espátula Común,Colhereiro,žličarka,Paprastoji girnovė,کفچه‌نوک اوراسیایی,Llwybig,luitsnokk-iibis
Platalea minor,Black-faced Spoonbill,Aves,Schwarzgesichtlöffler,Espátula Menor,warzęcha mała,Petite Spatule,Kleine lepelaar,Малая колпица,クロツラヘラサギ,kolpík malý,becplaner menut,black-faced spoonbill,kinaskjestork,Малка лопатарка,koreaskedstork,Lille Skestork,Küçük Kaşıkçı,lyžičiar čiernočelý,Crnoliki kašičar,Косар малий,黑脸琵鹭,pikkukapustahaikara,Espátula menor,Espátula Menor,Espátula Menor,Black-faced spoonbill,mala žličarka,Mažoji girnovė,کفچهنوک صورتسیاه,Llwybig wynebddu,väike-luitsnokkiibis
Platalea regia,Royal Spoonbill,Aves,Königslöffler,Espátula Real,warzęcha królewska,Spatule royale,Koningslepelaar,Королевская колпица,オーストラリアヘラサギ,kolpík královský,becplaner reial,colhereiro-real,kongeskjestork,Кралска лопатарка,kungsskedstork,Australsk Skestork,Kara Yüzlü Kaşıkçı,lyžičiar kráľovský,Crnokljuni australijski kašičar,Косар королівський,澳洲琵鹭,australiankapustahaikara,Espátula real,Espátula Real,Espátula Real,Colhereiro-real,crnolica žličarka,Karališkoji girnovė,کفچهنوک شاهی,Llwybig brenhinol,mask-luitsnokkiibis
Platycercus adscitus,Pale-headed Rosella,Aves,Blasskopfsittich,Perico Pálido,rozella blada,Perruche à tête pâle,Bleekkoprosella,Бледноголовая розелла,ホオアオサメクサインコ,rosela žlutohlavá,cotorra pàl·lida,pale-headed rosella,blårosella,Белоглава розела,vitkindad rosella,Blåkindet Rosella,Solgun Rozella,rozela šafranová,Plava bledoglava rozela,Розела світлоголова,淡头玫瑰鹦鹉,vaalearosella,Perico pálido,Perico Pálido,Perico Pálido,Pale-headed rosella,žutoglava rozela,Šviesiagalvė rozela,طوطی دمپهن سرروشن,Rosela penwyn,sini-rosellapapagoi
Platycercus caledonicus,Green Rosella,Aves,Gelbbauchsittich,Perico de Tasmania,rozella tasmańska,Perruche à ventre jaune,Geelbuikrosella,Желтобрюхая розелла,アカビタイキクサインコ,rosela žlutobřichá,cotorra de Tasmània,green rosella,grønnrosella,Зелена розела,grön rosella,Grøn Rosella,Yeşil Rozella,rozela žltobruchá,Žutotrba rozela,Розела тасманійська,绿背玫瑰鹦鹉,tasmanianrosella,Perico de Tasmania,Perico de Tasmania,Perico de Tasmania,Green rosella,tasmanska rozela,Geltonpilvė rozela,دمپهن سبز,Rosela gwyrdd,tasmaania rosellapapagoi
Platycercus elegans,Crimson Rosella,Aves,Pennantsittich,Perico Elegante,rozella królewska,Perruche de Pennant,Pennantrosella,Синещёкая розелла,アカクサインコ,rosela Pennantova,cotorra de Pennant,crimson rosella,rødrosella,Пурпурна розела,blåkindad rosella,Pennant´ Rosella,Kırmızı Rozella,rozela bažantia,Penant ili žuta rozela (na nivou vrste),Розела червона,红玫瑰鹦鹉,punarosella,Perico elegante,Perico Elegante,Rosella elegante,Crimson rosella,grimizna rozela,Raudonoji rozela,طوطی دمپهن زرشکی,Rosela Adelaide,puna-rosellapapagoi
Platycercus eximius,Eastern Rosella,Aves,Rosellasittich,Perico Multicolor,rozella białolica,Perruche omnicolore,Prachtrosella,Белощёкая розелла,ナナクサインコ,rosela pestrá,cotorra multicolor,eastern rosella,praktrosella,Източна розела,praktrosella,Rosella,Doğulu Rozella,rozela pestrá,Prava rozela,Розела білогорла,东部玫瑰鹦鹉,valkokurkkurosella,Perico multicolor,Perico Multicolor,Rosella eximius,Eastern rosella,crvenoglava rozela,Paprastoji rozela,طوطی گلی شرقی,Rosela’r dwyrain,hund-rosellapapagoi
Platycercus icterotis,Western Rosella,Aves,Gelbwangensittich,Perico Carigualdo,rozella żółtolica,Perruche à oreilles jaunes,Stanleyrosella,Желтощёкая розелла,ココノエインコ,rosela žlutolící,cotorra caragroga,western rosella,gulkinnrosella,Западна розела,gulkindad rosella,Stanleyrosella,Batılı Rozella,rozela žltolíca,Stenlijeva rozela,Розела жовтощока,西澳玫瑰鹦鹉,keltakurkkurosella,Perico carigualdo,Perico Carigualdo,Perico Carigualdo,Western rosella,crvena rozela,Geltonskruostė rozela,طوطی دمپهن غربی,Rosela’r Gorllewin,väike-rosellapapagoi
Platycercus venustus,Northern Rosella,Aves,Schwarzkopfsittich,Perico Gracioso,rozella żółtawa,Perruche gracieuse,Zwartkoprosella,Черноголовая розелла,ズグロサメクサインコ,rosela černohlavá,cotorra encaputxada,northern rosella,svarthetterosella,Северна розела,svarthättad rosella,Nordlig Rosella,Kuzeyli Rozella,rozela čiernohlavá,Crnoglava braon rozela,Розела золотиста,北部玫瑰鹦鹉,suomurosella,Perico gracioso,Perico Gracioso,Perico Gracioso,Northern rosella,crnoglava rozela,Juodagalvė rozela,طوطی دمپهن شمالی,Rosela’r Gogledd,mustpea-rosellapapagoi
Platycleis affinis,Tuberous Bush-cricket,Insecta,Südliche Beißschrecke,Tuberous Bush-cricket,podłatczyn podobniak,Decticelle côtière,Knobbelduinsabelsprinkhaan,Скачок сходный,Tuberous Bush-cricket,Tuberous Bush-cricket,Tuberous Bush-cricket,Tuberous Bush-cricket,Tuberous Bush-cricket,Tuberous Bush-cricket,Tuberous Bush-cricket,Tuberous Bush-cricket,Tuberous Bush-cricket,kobylôčka malá,Tuberous Bush-cricket,Tuberous Bush-cricket,Tuberous Bush-cricket,Tuberous Bush-cricket,Tuberous Bush-cricket,Tuberous Bush-cricket,Tuberous Bush-cricket,Tuberous Bush-cricket,Jednogrbi šikarski konjic,Tuberous Bush-cricket,Tuberous Bush-cricket,Tuberous Bush-cricket,Tuberous Bush-cricket
Platycleis albopunctata,Grey Bush-cricket,Insecta,Westliche Beißschrecke,Grey Bush-cricket,Podłatczyn białoplamek,Decticelle chagrinée,Duinsabelsprinkhaan,скачок белопятнистый,Grey Bush-cricket,kobylka šedá,Saltarel·la de muntanya,Saltarela-de-pintas-brancas,sandgresshoppe,Grey Bush-cricket,grå vårtbitare,Sandgræshoppe,Grey Bush-cricket,kobylka sivastá,Grey Bush-cricket,Grey Bush-cricket,Grey Bush-cricket,paahdehepokatti,Grey Bush-cricket,Grey Bush-cricket,Grey Bush-cricket,Grey Bush-cricket,Grey Bush-cricket,Baltataškis spragtukas,Grey Bush-cricket,Grey Bush-cricket,Grey Bush-cricket
Platycleis falx,Falcate Grey Bush-cricket,Insecta,Falcate Grey Bush-cricket,Falcate Grey Bush-cricket,Falcate Grey Bush-cricket,Decticelle à serpe,Falcate Grey Bush-cricket,Falcate Grey Bush-cricket,Falcate Grey Bush-cricket,Falcate Grey Bush-cricket,Falcate Grey Bush-cricket,Saltarela-falcata,Falcate Grey Bush-cricket,Falcate Grey Bush-cricket,Falcate Grey Bush-cricket,Falcate Grey Bush-cricket,Falcate Grey Bush-cricket,Falcate Grey Bush-cricket,Falcate Grey Bush-cricket,Falcate Grey Bush-cricket,Falcate Grey Bush-cricket,Falcate Grey Bush-cricket,Falcate Grey Bush-cricket,Falcate Grey Bush-cricket,Falcate Grey Bush-cricket,Falcate Grey Bush-cricket,Falcate Grey Bush-cricket,Falcate Grey Bush-cricket,Falcate Grey Bush-cricket,Falcate Grey Bush-cricket,Falcate Grey Bush-cricket
Platycleis grisea,Eastern Grey Bush-cricket,Insecta,Graue Beißschrecke,Eastern Grey Bush-cricket,podłatczyn szary,Decticelle grisâtre,Oostelijke duinsabelsprinkhaan,Скачок серый,Eastern Grey Bush-cricket,Eastern Grey Bush-cricket,Eastern Grey Bush-cricket,Eastern Grey Bush-cricket,Eastern Grey Bush-cricket,Eastern Grey Bush-cricket,Eastern Grey Bush-cricket,Eastern Grey Bush-cricket,Eastern Grey Bush-cricket,Kobylôčka sivastá,Eastern Grey Bush-cricket,Eastern Grey Bush-cricket,Eastern Grey Bush-cricket,Eastern Grey Bush-cricket,Eastern Grey Bush-cricket,Eastern Grey Bush-cricket,Eastern Grey Bush-cricket,Eastern Grey Bush-cricket,Bezgrbi šikarski konjic,Eastern Grey Bush-cricket,Eastern Grey Bush-cricket,Eastern Grey Bush-cricket,Eastern Grey Bush-cricket
